,Unnamed: 0,field,section,coverage,classifier,divergent,precision,recall,f1-score,train (Si/No),test (Si/No),pred Si/No,index-feat.comb.,num-features,cand,co-au,cand_comm,comm_cand,BC,CC,cand_other,other_cand,books,articles,other_pubbs,I1,I2,I3,support
1382,1382,10-G1,1,A,svm_0.1,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,12 (9/3),14 (5/9),(7/7),130,3,X,,,X,X,,,,,,,,,,14.0
1383,1383,10-G1,1,A,svm_0.02,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,12 (9/3),14 (5/9),(7/7),130,3,X,,,X,X,,,,,,,,,,14.0
1429,1429,13-D4,2,A,decisionTree,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),130,3,X,,,X,X,,,,,,,,,,55.0
1439,1439,13-D4,2,ABC,decisionTree,False,0.76,0.75,0.735042735042735,108 (53/55),60 (24/36),(15/45),130,3,X,,,X,X,,,,,,,,,,60.0
1455,1455,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),131,3,X,,,X,,X,,,,,,,,,34.0
1456,1456,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),131,3,X,,,X,,X,,,,,,,,,34.0
1499,1499,13-D4,2,ABC,decisionTree,False,0.7149110807113542,0.7166666666666667,0.7050324174127816,108 (53/55),60 (24/36),(17/43),131,3,X,,,X,,X,,,,,,,,,60.0
1683,1683,10-G1,1,A,svm_0.02,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,12 (9/3),14 (5/9),(7/7),135,3,X,,,X,,,,,,X,,,,,14.0
1741,1741,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),136,3,X,,,X,,,,,,,X,,,,14.0
1742,1742,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),136,3,X,,,X,,,,,,,X,,,,14.0
1743,1743,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,12 (9/3),14 (5/9),(8/6),136,3,X,,,X,,,,,,,X,,,,14.0
1801,1801,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),137,3,X,,,X,,,,,,,,X,,,14.0
1802,1802,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),137,3,X,,,X,,,,,,,,X,,,14.0
1803,1803,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),137,3,X,,,X,,,,,,,,X,,,14.0
1982,1982,10-G1,1,A,svm_0.1,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,12 (9/3),14 (5/9),(7/7),140,3,X,,,,X,X,,,,,,,,,14.0
1983,1983,10-G1,1,A,svm_0.02,False,0.8005952380952379,0.7857142857142857,0.789152024446142,12 (9/3),14 (5/9),(6/8),140,3,X,,,,X,X,,,,,,,,,14.0
1995,1995,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),140,3,X,,,,X,X,,,,,,,,,34.0
1996,1996,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),140,3,X,,,,X,X,,,,,,,,,34.0
2039,2039,13-D4,2,ABC,decisionTree,False,0.7363636363636364,0.7333333333333333,0.72,108 (53/55),60 (24/36),(16/44),140,3,X,,,,X,X,,,,,,,,,60.0
2160,2160,10-G1,1,A,svm_1,False,0.7821428571428571,0.7857142857142857,0.7794486215538846,12 (9/3),14 (5/9),(4/10),143,3,X,,,,X,,,,X,,,,,,14.0
2161,2161,10-G1,1,A,svm_0.5,False,0.7821428571428571,0.7857142857142857,0.7794486215538846,12 (9/3),14 (5/9),(4/10),143,3,X,,,,X,,,,X,,,,,,14.0
2162,2162,10-G1,1,A,svm_0.1,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(5/9),143,3,X,,,,X,,,,X,,,,,,14.0
2163,2163,10-G1,1,A,svm_0.02,False,0.8005952380952379,0.7857142857142857,0.789152024446142,12 (9/3),14 (5/9),(6/8),143,3,X,,,,X,,,,X,,,,,,14.0
2209,2209,13-D4,2,A,decisionTree,False,0.7265902265902265,0.7272727272727273,0.7205244384459655,104 (53/51),55 (23/32),(18/37),143,3,X,,,,X,,,,X,,,,,,55.0
2214,2214,13-D4,2,AB,decisionTree,False,0.7290640394088671,0.7241379310344828,0.7110707803992741,107 (53/54),58 (24/34),(16/42),143,3,X,,,,X,,,,X,,,,,,58.0
2219,2219,13-D4,2,ABC,decisionTree,False,0.7363636363636364,0.7333333333333333,0.72,108 (53/55),60 (24/36),(16/44),143,3,X,,,,X,,,,X,,,,,,60.0
2220,2220,10-G1,1,A,svm_1,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,12 (9/3),14 (5/9),(7/7),144,3,X,,,,X,,,,,X,,,,,14.0
2221,2221,10-G1,1,A,svm_0.5,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,12 (9/3),14 (5/9),(7/7),144,3,X,,,,X,,,,,X,,,,,14.0
2222,2222,10-G1,1,A,svm_0.1,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,12 (9/3),14 (5/9),(7/7),144,3,X,,,,X,,,,,X,,,,,14.0
2223,2223,10-G1,1,A,svm_0.02,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,12 (9/3),14 (5/9),(7/7),144,3,X,,,,X,,,,,X,,,,,14.0
2280,2280,10-G1,1,A,svm_1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),145,3,X,,,,X,,,,,,X,,,,14.0
2281,2281,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),145,3,X,,,,X,,,,,,X,,,,14.0
2282,2282,10-G1,1,A,svm_0.1,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,12 (9/3),14 (5/9),(8/6),145,3,X,,,,X,,,,,,X,,,,14.0
2283,2283,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,12 (9/3),14 (5/9),(8/6),145,3,X,,,,X,,,,,,X,,,,14.0
2297,2297,10-G1,2,A,svm_0.1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,25 (16/9),34 (16/18),(18/16),145,3,X,,,,X,,,,,,X,,,,34.0
2298,2298,10-G1,2,A,svm_0.02,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),145,3,X,,,,X,,,,,,X,,,,34.0
2334,2334,13-D4,2,AB,decisionTree,False,0.7407976173856392,0.7413793103448276,0.735200096670365,107 (53/54),58 (24/34),(19/39),145,3,X,,,,X,,,,,,X,,,,58.0
2339,2339,13-D4,2,ABC,decisionTree,False,0.7840821566110397,0.7833333333333333,0.7777710661431593,108 (53/55),60 (24/36),(19/41),145,3,X,,,,X,,,,,,X,,,,60.0
2401,2401,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),147,3,X,,,,X,,,,,,,,X,,14.0
2402,2402,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),147,3,X,,,,X,,,,,,,,X,,14.0
2461,2461,10-G1,1,A,svm_0.5,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(5/9),148,3,X,,,,X,,,,,,,,,X,14.0
2509,2509,13-D4,2,A,decisionTree,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),148,3,X,,,,X,,,,,,,,,X,55.0
2514,2514,13-D4,2,AB,decisionTree,False,0.7614942528735633,0.7586206896551724,0.7511649580615097,107 (53/54),58 (24/34),(18/40),148,3,X,,,,X,,,,,,,,,X,58.0
2519,2519,13-D4,2,ABC,decisionTree,False,0.775,0.7666666666666667,0.7550000000000001,108 (53/55),60 (24/36),(16/44),148,3,X,,,,X,,,,,,,,,X,60.0
2595,2595,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),150,3,X,,,,,X,,X,,,,,,,34.0
2596,2596,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),150,3,X,,,,,X,,X,,,,,,,34.0
2655,2655,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),151,3,X,,,,,X,,,X,,,,,,34.0
2656,2656,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),151,3,X,,,,,X,,,X,,,,,,34.0
2689,2689,13-D4,2,A,decisionTree,False,0.7436210847975554,0.7454545454545455,0.7435261707988982,104 (53/51),55 (23/32),(21/34),151,3,X,,,,,X,,,X,,,,,,55.0
2715,2715,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),152,3,X,,,,,X,,,,X,,,,,34.0
2716,2716,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),152,3,X,,,,,X,,,,X,,,,,34.0
2763,2763,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),153,3,X,,,,,X,,,,,X,,,,14.0
2775,2775,10-G1,2,A,svm_1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,25 (16/9),34 (16/18),(18/16),153,3,X,,,,,X,,,,,X,,,,34.0
2777,2777,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),153,3,X,,,,,X,,,,,X,,,,34.0
2778,2778,10-G1,2,A,svm_0.02,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),153,3,X,,,,,X,,,,,X,,,,34.0
2779,2779,10-G1,2,A,decisionTree,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),153,3,X,,,,,X,,,,,X,,,,34.0
2830,2830,10-G1,1,ABC,svm_1,False,0.706959706959707,0.7142857142857143,0.7002164502164502,23 (16/7),35 (13/22),(9/26),154,3,X,,,,,X,,,,,,X,,,35.0
2831,2831,10-G1,1,ABC,svm_0.5,False,0.706959706959707,0.7142857142857143,0.7002164502164502,23 (16/7),35 (13/22),(9/26),154,3,X,,,,,X,,,,,,X,,,35.0
2832,2832,10-G1,1,ABC,svm_0.1,False,0.706959706959707,0.7142857142857143,0.7002164502164502,23 (16/7),35 (13/22),(9/26),154,3,X,,,,,X,,,,,,X,,,35.0
2833,2833,10-G1,1,ABC,svm_0.02,False,0.706959706959707,0.7142857142857143,0.7002164502164502,23 (16/7),35 (13/22),(9/26),154,3,X,,,,,X,,,,,,X,,,35.0
2835,2835,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),154,3,X,,,,,X,,,,,,X,,,34.0
2836,2836,10-G1,2,A,svm_0.5,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),154,3,X,,,,,X,,,,,,X,,,34.0
2837,2837,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),154,3,X,,,,,X,,,,,,X,,,34.0
2839,2839,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),154,3,X,,,,,X,,,,,,X,,,34.0
2897,2897,10-G1,2,A,svm_0.1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),155,3,X,,,,,X,,,,,,,X,,34.0
2989,2989,13-D4,2,A,decisionTree,False,0.7436210847975554,0.7454545454545455,0.7435261707988982,104 (53/51),55 (23/32),(21/34),156,3,X,,,,,X,,,,,,,,X,55.0
3840,3840,10-G1,1,A,svm_1,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,12 (9/3),14 (5/9),(8/6),171,3,X,,,,,,,,X,,X,,,,14.0
3841,3841,10-G1,1,A,svm_0.5,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,12 (9/3),14 (5/9),(8/6),171,3,X,,,,,,,,X,,X,,,,14.0
3842,3842,10-G1,1,A,svm_0.1,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,12 (9/3),14 (5/9),(8/6),171,3,X,,,,,,,,X,,X,,,,14.0
3843,3843,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,12 (9/3),14 (5/9),(8/6),171,3,X,,,,,,,,X,,X,,,,14.0
3900,3900,10-G1,1,A,svm_1,False,0.7821428571428571,0.7857142857142857,0.7794486215538846,9 (7/2),14 (5/9),(4/10),172,3,X,,,,,,,,X,,,X,,,14.0
3901,3901,10-G1,1,A,svm_0.5,False,0.7821428571428571,0.7857142857142857,0.7794486215538846,9 (7/2),14 (5/9),(4/10),172,3,X,,,,,,,,X,,,X,,,14.0
3902,3902,10-G1,1,A,svm_0.1,False,0.7821428571428571,0.7857142857142857,0.7794486215538846,9 (7/2),14 (5/9),(4/10),172,3,X,,,,,,,,X,,,X,,,14.0
3960,3960,10-G1,1,A,svm_1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),173,3,X,,,,,,,,X,,,,X,,14.0
3961,3961,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),173,3,X,,,,,,,,X,,,,X,,14.0
3962,3962,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),173,3,X,,,,,,,,X,,,,X,,14.0
4020,4020,10-G1,1,A,svm_1,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(5/9),174,3,X,,,,,,,,X,,,,,X,14.0
4021,4021,10-G1,1,A,svm_0.5,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(5/9),174,3,X,,,,,,,,X,,,,,X,14.0
4022,4022,10-G1,1,A,svm_0.1,False,0.7821428571428571,0.7857142857142857,0.7794486215538846,9 (7/2),14 (5/9),(4/10),174,3,X,,,,,,,,X,,,,,X,14.0
4080,4080,10-G1,1,A,svm_1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),175,3,X,,,,,,,,,X,X,,,,14.0
4081,4081,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),175,3,X,,,,,,,,,X,X,,,,14.0
4082,4082,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),175,3,X,,,,,,,,,X,X,,,,14.0
4083,4083,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),175,3,X,,,,,,,,,X,X,,,,14.0
4142,4142,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),176,3,X,,,,,,,,,X,,X,,,14.0
4143,4143,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,9 (7/2),14 (5/9),(8/6),176,3,X,,,,,,,,,X,,X,,,14.0
4189,4189,13-D4,2,A,decisionTree,False,0.7204425204425204,0.7090909090909091,0.7110303030303031,104 (53/51),55 (23/32),(27/28),176,3,X,,,,,,,,,X,,X,,,55.0
4260,4260,10-G1,1,A,svm_1,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(5/9),178,3,X,,,,,,,,,X,,,,X,14.0
4261,4261,10-G1,1,A,svm_0.5,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(5/9),178,3,X,,,,,,,,,X,,,,X,14.0
4309,4309,13-D4,2,A,decisionTree,False,0.7258953168044077,0.7272727272727273,0.7263403263403262,104 (53/51),55 (23/32),(22/33),178,3,X,,,,,,,,,X,,,,X,55.0
4322,4322,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),179,3,X,,,,,,,,,,X,X,,,14.0
4323,4323,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,9 (7/2),14 (5/9),(8/6),179,3,X,,,,,,,,,,X,X,,,14.0
4440,4440,10-G1,1,A,svm_1,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,9 (7/2),14 (5/9),(8/6),181,3,X,,,,,,,,,,X,,,X,14.0
4441,4441,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),181,3,X,,,,,,,,,,X,,,X,14.0
4442,4442,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),181,3,X,,,,,,,,,,X,,,X,14.0
4443,4443,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),181,3,X,,,,,,,,,,X,,,X,14.0
4450,4450,10-G1,1,ABC,svm_1,False,0.789795918367347,0.7714285714285715,0.7508571428571429,23 (16/7),35 (13/22),(7/28),181,3,X,,,,,,,,,,X,,,X,35.0
4451,4451,10-G1,1,ABC,svm_0.5,False,0.789795918367347,0.7714285714285715,0.7508571428571429,23 (16/7),35 (13/22),(7/28),181,3,X,,,,,,,,,,X,,,X,35.0
4452,4452,10-G1,1,ABC,svm_0.1,False,0.789795918367347,0.7714285714285715,0.7508571428571429,23 (16/7),35 (13/22),(7/28),181,3,X,,,,,,,,,,X,,,X,35.0
4453,4453,10-G1,1,ABC,svm_0.02,False,0.7441798941798942,0.7428571428571429,0.7253644314868805,23 (16/7),35 (13/22),(8/27),181,3,X,,,,,,,,,,X,,,X,35.0
4500,4500,10-G1,1,A,svm_1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),182,3,X,,,,,,,,,,,X,X,,14.0
4501,4501,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),182,3,X,,,,,,,,,,,X,X,,14.0
4502,4502,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),182,3,X,,,,,,,,,,,X,X,,14.0
4560,4560,10-G1,1,A,svm_1,False,0.7821428571428571,0.7857142857142857,0.7794486215538846,9 (7/2),14 (5/9),(4/10),183,3,X,,,,,,,,,,,X,,X,14.0
4561,4561,10-G1,1,A,svm_0.5,False,0.8831168831168831,0.8571428571428571,0.8464285714285714,9 (7/2),14 (5/9),(3/11),183,3,X,,,,,,,,,,,X,,X,14.0
4562,4562,10-G1,1,A,svm_0.1,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(5/9),183,3,X,,,,,,,,,,,X,,X,14.0
4563,4563,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),183,3,X,,,,,,,,,,,X,,X,14.0
4620,4620,10-G1,1,A,svm_1,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,9 (7/2),14 (5/9),(7/7),184,3,X,,,,,,,,,,,,X,X,14.0
4621,4621,10-G1,1,A,svm_0.5,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,9 (7/2),14 (5/9),(7/7),184,3,X,,,,,,,,,,,,X,X,14.0
4622,4622,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),184,3,X,,,,,,,,,,,,X,X,14.0
4742,4742,10-G1,1,A,svm_0.1,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(5/9),186,3,,X,X,,X,,,,,,,,,,14.0
4815,4815,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),187,3,,X,X,,,X,,,,,,,,,34.0
4816,4816,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),187,3,,X,X,,,X,,,,,,,,,34.0
4819,4819,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),187,3,,X,X,,,X,,,,,,,,,34.0
4984,4984,10-G1,1,A,decisionTree,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(5/9),190,3,,X,X,,,,,,X,,,,,,14.0
5284,5284,10-G1,1,A,decisionTree,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(5/9),195,3,,X,X,,,,,,,,,,,X,14.0
5415,5415,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),197,3,,X,,X,,X,,,,,,,,,34.0
5416,5416,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),197,3,,X,,X,,X,,,,,,,,,34.0
5419,5419,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),197,3,,X,,X,,X,,,,,,,,,34.0
5701,5701,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),202,3,,X,,X,,,,,,,X,,,,14.0
5703,5703,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),202,3,,X,,X,,,,,,,X,,,,14.0
5955,5955,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),206,3,,X,,,X,X,,,,,,,,,34.0
5956,5956,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),206,3,,X,,,X,X,,,,,,,,,34.0
5959,5959,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,25 (16/9),34 (16/18),(18/16),206,3,,X,,,X,X,,,,,,,,,34.0
6240,6240,10-G1,1,A,svm_1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),211,3,,X,,,X,,,,,,X,,,,14.0
6241,6241,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),211,3,,X,,,X,,,,,,X,,,,14.0
6242,6242,10-G1,1,A,svm_0.1,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,12 (9/3),14 (5/9),(8/6),211,3,,X,,,X,,,,,,X,,,,14.0
6243,6243,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,12 (9/3),14 (5/9),(8/6),211,3,,X,,,X,,,,,,X,,,,14.0
6495,6495,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),215,3,,X,,,,X,X,,,,,,,,34.0
6496,6496,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),215,3,,X,,,,X,X,,,,,,,,34.0
6555,6555,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),216,3,,X,,,,X,,X,,,,,,,34.0
6556,6556,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),216,3,,X,,,,X,,X,,,,,,,34.0
6615,6615,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),217,3,,X,,,,X,,,X,,,,,,34.0
6616,6616,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),217,3,,X,,,,X,,,X,,,,,,34.0
6619,6619,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),217,3,,X,,,,X,,,X,,,,,,34.0
6675,6675,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),218,3,,X,,,,X,,,,X,,,,,34.0
6676,6676,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),218,3,,X,,,,X,,,,X,,,,,34.0
6720,6720,10-G1,1,A,svm_1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),219,3,,X,,,,X,,,,,X,,,,14.0
6721,6721,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),219,3,,X,,,,X,,,,,X,,,,14.0
6722,6722,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),219,3,,X,,,,X,,,,,X,,,,14.0
6723,6723,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),219,3,,X,,,,X,,,,,X,,,,14.0
6735,6735,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),219,3,,X,,,,X,,,,,X,,,,34.0
6736,6736,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),219,3,,X,,,,X,,,,,X,,,,34.0
6739,6739,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,25 (16/9),34 (16/18),(18/16),219,3,,X,,,,X,,,,,X,,,,34.0
6795,6795,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),220,3,,X,,,,X,,,,,,X,,,34.0
6796,6796,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),220,3,,X,,,,X,,,,,,X,,,34.0
6799,6799,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),220,3,,X,,,,X,,,,,,X,,,34.0
6855,6855,10-G1,2,A,svm_1,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),221,3,,X,,,,X,,,,,,,X,,34.0
